GeneID	acetaminophen	caffeine	chloramphenicol	chlorpheniramine	diclofenac	hydroxyzine	isoniazid	nimesulide	theophylline	valproic_acid	Symbol	description	type_of_gene	reactome	kegg	biocarta	msigdb	omnipath	pathcom	DEG	GOBP	GOMF	GOCC	sum	MostDILI	NoDILI	isdisease	pubtator	generifs
100128098	0	0	0	0	0	0	0	0	0	0	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128124	0	0	0	0	0	0	0	0	0	0	HGC6.3	uncharacterized LOC100128124	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100128126	0	0	0	0	0	0	0	0	0	0	STAU2-AS1	STAU2 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128139	0	0	0	0	0	0	0	0	0	0	LINC01233	long intergenic non-protein coding RNA 1233	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128164	0	0	0	0	0	0	0	0	0	0	LOC100128164	four and a half LIM domains 1 pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128176	0	0	0	0	0	0	0	0	0	0	UST-AS1	UST antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128191	1	0	0	0	0	0	0	0	0	0	TMPO-AS1	TMPO antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
100128239	0	0	0	0	0	0	0	0	0	0	LOC100128239	uncharacterized LOC100128239	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128252	0	1	0	0	0	0	0	0	1	1	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	1
100128285	0	0	0	0	0	0	0	0	0	0	DNM1P35	dynamin 1 pseudogene 35	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128288	0	0	0	0	0	0	0	0	0	0	LOC100128288	uncharacterized LOC100128288	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128292	0	0	0	0	0	0	0	0	0	0	DLG5-AS1	DLG5 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128325	0	0	0	0	0	0	0	0	0	0	LOC100128325	uncharacterized LOC100128325	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128361	0	0	0	0	0	0	0	0	0	0	LOC100128361	uncharacterized LOC100128361	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128496	0	0	0	0	0	0	0	0	0	0	C20orf78	chromosome 20 open reading frame 78	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128511	0	0	0	0	0	0	0	0	0	0	NEBL-AS1	NEBL antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128554	0	0	0	0	0	0	0	0	0	0	LINC02347	long intergenic non-protein coding RNA 2347	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128590	0	0	0	0	0	0	0	0	0	0	SLC8A1-AS1	SLC8A1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128640	0	0	0	0	0	0	0	0	0	0	ACVR2B-AS1	ACVR2B antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128653	0	0	0	0	0	0	0	0	1	0	LOC100128653	uncharacterized LOC100128653	ncRNA	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
100128731	0	0	0	0	0	0	0	0	0	0	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1
100128750	0	1	0	0	0	0	0	0	0	0	RBPMS-AS1	RBPMS antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
100128782	0	0	0	0	0	0	0	0	0	0	LINC00476	long intergenic non-protein coding RNA 476	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100128788	0	0	0	0	0	0	0	0	0	0	SRRM2-AS1	SRRM2 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128822	1	1	0	0	1	0	1	1	1	1	LINC01003	long intergenic non-protein coding RNA 1003	ncRNA	0	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0
100128830	0	0	0	0	0	0	0	0	0	0	LINC01165	long intergenic non-protein coding RNA 1165	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128881	0	0	0	0	0	0	0	0	0	0	VPS9D1-AS1	VPS9D1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
100128893	1	1	0	0	0	0	0	0	1	1	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	ncRNA	0	0	0	0	0	0	1	0	0	0	0	2	2	1	1	0
100128927	1	0	0	0	1	0	0	0	0	0	ZBTB42	zinc finger and BTB domain containing 42	protein-coding	0	0	0	0	0	0	1	1	1	1	3	2	0	1	0	1
100128946	0	0	0	0	0	0	0	0	0	0	LINC01310	long intergenic non-protein coding RNA 1310	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128977	0	0	0	0	0	0	0	0	0	0	MAPT-AS1	MAPT antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100128993	0	0	0	0	0	0	0	0	0	0	LOC100128993	uncharacterized LOC100128993	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128998	0	0	0	0	0	0	0	0	0	0	C20orf181	chromosome 20 open reading frame 181	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
100129034	0	0	0	0	0	0	0	0	0	0	LOC100129034	uncharacterized LOC100129034	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129098	0	0	0	0	0	0	0	0	0	0	LOC100129098	translation initiation factor IF-2	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129128	0	0	0	0	0	0	0	0	0	0	KHDC1L	KH domain containing 1 like	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129175	0	0	0	0	0	0	0	0	0	0	LOC100129175	uncharacterized LOC100129175	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129195	0	0	0	0	0	0	0	0	0	0	ZSCAN16-AS1	ZSCAN16 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129196	0	0	0	0	0	0	0	0	0	0	MATN1-AS1	MATN1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129250	0	0	0	0	0	0	1	0	0	0	SMIM27	small integral membrane protein 27	protein-coding	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
100129271	0	0	0	0	0	0	0	0	0	0	C1orf68	chromosome 1 open reading frame 68	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
100129361	0	0	0	0	0	0	0	0	0	0	SMIM10L1	small integral membrane protein 10 like 1	protein-coding	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
100129387	0	0	0	0	0	0	0	0	0	0	GABPB1-AS1	GABPB1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100129427	0	0	0	0	0	0	0	0	0	0	DDC-AS1	DDC antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129455	0	0	0	0	0	0	0	0	0	0	LOC100129455	uncharacterized LOC100129455	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129460	0	0	0	0	0	0	0	0	0	0	DPY19L1P1	DPY19L1 pseudogene 1	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129461	0	0	0	0	0	0	0	0	0	0	LYRM4-AS1	LYRM4 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129482	0	0	0	0	0	0	0	0	0	0	ZNF37BP	zinc finger protein 37B, pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100129503	0	0	0	0	0	0	0	0	0	0	LOC100129503	uncharacterized LOC100129503	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129550	0	1	0	0	0	0	0	0	0	0	LINC02035	long intergenic non-protein coding RNA 2035	ncRNA	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
100129597	0	0	0	0	0	0	0	0	0	0	LINC00462	long intergenic non-protein coding RNA 462	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100129617	0	0	0	0	0	0	0	0	0	0	LOC100129617	uncharacterized LOC100129617	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129620	0	0	0	0	0	0	0	0	0	0	LOC100129620	uncharacterized LOC100129620	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129654	0	0	0	0	0	0	0	0	0	0	TCF24	transcription factor 24	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0
100129662	0	0	0	0	0	0	0	0	0	0	FGF13-AS1	FGF13 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129716	0	0	0	0	0	0	0	0	0	0	ARRDC3-AS1	ARRDC3 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129722	0	0	0	0	0	0	0	0	0	0	STPG3-AS1	STPG3 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129726	0	0	0	0	0	0	0	0	0	0	LINC01126	long intergenic non-protein coding RNA 1126	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129792	0	0	0	0	0	0	0	0	0	0	CCDC152	coiled-coil domain containing 152	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100129794	0	0	0	0	0	0	0	0	0	0	SLC25A21-AS1	SLC25A21 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129827	0	0	0	0	0	0	0	0	0	0	MRVI1-AS1	MRVI1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129845	0	0	0	0	0	0	0	0	0	0	PCOLCE-AS1	PCOLCE antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129858	0	0	0	0	0	0	0	0	0	0	SCOC-AS1	SCOC antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100129917	1	0	0	0	0	0	0	0	0	0	LOC100129917	uncharacterized LOC100129917	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
100129935	0	0	0	0	0	0	0	0	0	0	LOC100129935	galectin 14 pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129961	1	0	0	0	0	0	0	0	0	0	CCNT2-AS1	CCNT2 antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
100129973	0	0	0	0	0	0	0	0	0	0	CERNA1	competing endogenous lncRNA 1 for miR-4707-5p and miR-4767	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10013	0	0	0	0	0	0	0	0	0	0	HDAC6	histone deacetylase 6	protein-coding	1	0	1	1	1	1	0	1	1	1	7	0	0	1	0	1
100130155	0	0	0	0	0	0	0	0	0	0	MIR124-2HG	MIR124-2 host gene	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100130249	0	0	0	0	0	0	0	0	0	0	PP2672	uncharacterized LOC100130249	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130264	0	0	0	0	0	0	0	0	0	0	LOC100130264	uncharacterized LOC100130264	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130275	0	0	0	0	0	0	0	0	0	0	TFAP2A-AS1	TFAP2A antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130331	0	0	0	0	0	0	0	0	0	0	LOC100130331	POTE ankyrin domain family, member F pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130357	0	0	0	0	0	0	0	0	0	0	LOC100130357	uncharacterized LOC100130357	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130418	0	0	0	0	0	0	0	0	0	0	CECR7	cat eye syndrome chromosome region, candidate 7 (non-protein coding)	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
100130449	0	0	0	0	0	0	0	0	0	0	LOC100130449	uncharacterized LOC100130449	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130452	0	0	0	0	0	0	0	0	0	0	LOC100130452	uncharacterized LOC100130452	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130460	0	0	0	0	0	0	0	0	0	0	CAND1.11	uncharacterized LOC100130460	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130476	0	0	0	0	0	0	0	0	0	0	LOC100130476	uncharacterized LOC100130476	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100130519	0	0	0	0	0	0	0	0	0	0	TMEM221	transmembrane protein 221	protein-coding	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
100130522	0	0	0	0	0	0	0	0	0	0	PARD6G-AS1	PARD6G antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100130548	0	0	0	0	0	0	0	0	0	0	LOC100130548	uncharacterized LOC100130548	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130557	0	0	0	0	0	0	0	0	0	0	NFYC-AS1	NFYC antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100130581	0	0	0	0	0	0	0	0	0	0	LINC00910	long intergenic non-protein coding RNA 910	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130613	0	0	0	0	0	0	0	0	0	0	PRR32	proline rich 32	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100130691	0	0	0	0	0	0	0	0	0	0	LOC100130691	uncharacterized LOC100130691	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130700	0	0	0	0	0	0	0	0	0	0	TP53TG3HP	TP53 target 3 family member H, pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130705	0	0	0	0	0	0	0	0	0	0	LOC100130705	uncharacterized LOC100130705	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130717	0	0	0	0	0	0	0	0	0	0	HDHD5-AS1	HDHD5 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130733	0	0	0	0	0	0	0	0	0	0	LRRC70	leucine rich repeat containing 70	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1
100130744	0	0	0	0	0	0	0	0	0	0	LOC100130744	uncharacterized LOC100130744	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130776	0	0	0	0	0	0	0	0	0	0	AGAP2-AS1	AGAP2 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100130855	0	0	0	0	0	0	0	0	0	0	USP3-AS1	USP3 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130872	0	0	0	0	0	0	0	0	0	0	LOC100130872	uncharacterized LOC100130872	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130889	1	0	0	0	1	0	0	0	0	0	PSORS1C3	psoriasis susceptibility 1 candidate 3 (non-protein coding)	ncRNA	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1
100130894	0	0	0	0	0	0	0	0	0	0	VAC14-AS1	VAC14 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130933	1	0	0	0	0	0	1	0	0	1	SMIM6	small integral membrane protein 6	protein-coding	0	0	0	0	0	0	1	0	0	1	1	3	0	0	0	0
100130950	0	0	0	0	0	0	0	0	0	0	LOC100130950	uncharacterized LOC100130950	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130958	0	0	0	0	0	0	0	0	0	0	SYCE1L	synaptonemal complex central element protein 1 like	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0
100130964	0	0	0	0	0	0	0	0	0	0	LOC100130964	ADAM metallopeptidase domain 3A-like	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130967	0	0	0	0	0	0	0	0	0	0	C6orf99	chromosome 6 open reading frame 99	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130987	0	0	0	0	0	0	0	0	0	0	LOC100130987	uncharacterized LOC100130987	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130992	0	0	0	0	0	0	0	0	0	0	LOC100130992	uncharacterized LOC100130992	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131017	0	0	0	0	0	0	0	1	0	0	ZNF316	zinc finger protein 316	protein-coding	0	0	0	0	0	0	1	1	1	1	3	1	0	0	0	0
100131067	0	0	0	0	0	0	0	0	1	1	CKMT2-AS1	CKMT2 antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
100131096	0	0	0	0	0	0	0	0	0	0	TNRC6C-AS1	TNRC6C antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131117	0	0	0	0	0	0	0	0	0	0	ZBTB20-AS1	ZBTB20 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131138	0	0	0	0	0	0	0	0	0	0	LINC01405	long intergenic non-protein coding RNA 1405	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100131187	1	0	0	0	0	0	0	0	0	1	TSTD1	thiosulfate sulfurtransferase like domain containing 1	protein-coding	1	0	0	0	0	1	1	1	1	1	4	2	0	1	0	1
100131211	0	0	0	0	0	0	0	0	0	0	NEMP2	nuclear envelope integral membrane protein 2	protein-coding	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
100131213	0	0	0	0	0	0	0	0	0	0	ZNF503-AS2	ZNF503 antisense RNA 2	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100131303	0	0	0	0	0	0	0	0	0	0	DPEP2NB	DPEP2 neighbor	protein-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131347	0	0	0	0	0	0	0	0	0	0	LOC100131347	RAD52 motif containing 1 pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131366	0	0	0	0	0	0	0	0	0	0	LINC00605	long intergenic non-protein coding RNA 605	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131434	0	0	0	0	0	0	0	0	0	0	LINC00893	long intergenic non-protein coding RNA 893	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
100131454	0	0	0	0	0	0	0	0	0	0	DBIL5P	diazepam binding inhibitor-like 5, pseudogene	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131496	0	0	0	0	0	0	0	0	0	0	LOC100131496	uncharacterized LOC100131496	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131532	0	0	0	0	0	0	0	0	0	0	LOC100131532	uncharacterized LOC100131532	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131561	0	0	0	0	0	0	0	0	0	0	FKSG29	FKSG29	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131564	0	0	0	0	0	0	0	0	0	1	CCDC18-AS1	CCDC18 antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
100131655	0	0	0	0	0	0	0	0	0	0	ZNF236-DT	ZNF236 divergent transcript	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131691	0	0	0	0	0	0	0	0	0	0	MZF1-AS1	MZF1 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131733	1	0	0	0	0	0	0	0	0	1	USP30-AS1	USP30 antisense RNA 1	ncRNA	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
100131755	0	0	0	0	0	0	0	0	0	0	ARMCX4	armadillo repeat containing X-linked 4	protein-coding	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
100131801	0	0	0	0	0	0	0	0	0	0	PET100	PET100 homolog	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
100131814	0	0	0	0	0	0	0	0	0	0	LINC00271	long intergenic non-protein coding RNA 271	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
100131816	0	0	0	0	0	0	0	0	0	0	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)	pseudo	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
100131825	0	0	0	0	0	0	0	0	0	0	CADM3-AS1	CADM3 antisense RNA 1	ncRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100131998	0	0	0	0	0	0	0	0	0	0	RRN3P3	RRN3 homolog, RNA polymerase I transcription factor pseudogene 3	pseudo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
